N,P,K,temperature,humidity,ph,rainfall,label
83.0686043056702,122.39912387621862,150.44143316679097,21.10677130998335,54.1450914223506,7.819226354061503,39.009714869435136,rice
76.75103535967688,131.38552262683245,143.65599576293022,19.941162637646098,46.96295066135061,7.168892897635452,36.75070261214756,rice
75.80146595832545,116.53254833781246,158.80195471797416,20.69698660906703,52.41542478908635,6.596755997840144,39.980917458902596,rice
76.66223610035226,126.98132115342356,141.9128871841727,19.91638848745398,49.897700659804514,7.3929978277106505,43.946272153000166,rice
73.16069303067246,125.87775734709275,164.55032676533324,19.786170168135772,52.654698027340324,7.82158063952052,41.474439856613614,rice
71.2346016919352,126.70004913058216,168.99838926496975,18.600771182244234,55.74332849112856,7.825725146303214,39.72613414061475,rice
86.11421769307276,131.89221150672265,145.01474942113634,20.59581728802082,54.84419519193912,7.682070561936282,43.00924674087829,rice
76.57912370408685,131.17321353311814,169.74561063178223,19.672911242528368,53.65607947970134,7.554085450632508,41.631821932535885,rice
71.40926187155642,121.74003781476404,154.41926982548964,21.609846820349183,56.652468637681096,7.153046568418549,39.3464239518603,rice
79.87024682410238,111.04636232138229,151.91625007248973,20.38445669298497,57.008037203891675,8.091485192844761,40.50517075812921,rice
75.18567955984535,124.23052650383859,170.54259388678926,19.977566701466618,52.04409166879457,7.93446046621081,41.016938675547685,rice
75.97587520306256,117.69323601800818,156.15068981411017,19.958428608846003,56.7189614969919,8.074554776308617,41.256474618032684,rice
79.96932640501905,123.55192348153506,166.12294402391115,20.497500997703824,54.86548220862595,7.168260954307542,42.17573889936421,rice
69.09802511508956,110.7216501742158,153.40407975699912,19.397009095274502,53.531763191254846,8.81659825934444,39.25450136803894,rice
74.00762786321185,127.67824348169324,160.88096684165265,20.28712047926239,52.35499536928423,8.0975733881026,42.605166551099316,rice
72.11746798159491,125.52466390339501,156.58954224406963,19.206865540300726,53.83642098117644,7.370098198246373,43.726059649523165,rice
77.7751461469327,126.7996838701629,150.7175099326302,20.35822422672032,46.65594798099521,7.242614004456062,42.2157985902153,rice
67.06656105036087,132.53051536821695,139.88814267329977,21.43512030446078,50.32079039388068,8.133251177152626,41.64095150946466,rice
69.7963151541878,135.57671108605888,169.77546758220652,20.423187404490154,52.13875937585074,7.695550951006292,38.898943457065826,rice
81.9539337495159,122.01556546934845,155.77877272795388,19.52819198818291,51.01868985412799,7.1743999841389074,44.432575286259386,rice
76.17514822762367,133.43340909303603,156.38363465698734,19.64985481258483,51.97092240568031,7.508899251867961,41.336056585656614,rice
75.15481316591465,123.85422600380714,143.33385152417532,19.511522704357674,58.270870261184484,7.45714949796769,38.70324917860953,rice
78.44211857199652,136.7732995079794,142.62647192403833,20.24761008209504,50.99967161027036,6.949085801382441,43.138194437978136,rice
76.77782814223448,126.66449441437544,149.20539640381404,21.063641392369785,51.294688686061065,7.703459537911556,38.568970281024235,rice
71.27590360738644,136.23040934638112,151.50433799208298,20.86298315802982,52.90250328429128,7.564417657946022,40.057101274340596,rice
79.79264966031455,123.83950062461957,154.83884625541086,20.531481840062117,56.75197784116861,8.087339267171867,42.26478438798774,rice
74.28613437218775,115.66590910929646,165.16104890926016,21.693114060710688,52.56244015380014,8.022710618083915,43.25350750590904,rice
80.72036446492102,133.09636971514095,151.987056028075,22.36793723317507,49.045064926707255,8.171821237750056,42.54077367352957,rice
80.9161222906772,140.34313032365745,170.17616164612045,19.095291480937814,47.63899058724801,8.150919398771546,38.80013110068007,rice
76.82875063272775,132.47844353351587,140.84725042161898,17.908343240814602,53.83470320239839,7.790774633702849,40.706985349567375,rice
77.06374564102994,119.61196996975742,142.068908613982,20.299116898168656,49.919361767360115,7.003882664079019,42.56989918554652,rice
76.60273704146117,129.20024010167742,146.9835525402811,19.69456787401888,49.83242221530147,7.356724928843141,41.800738377014376,rice
73.27399248098745,128.81837048349428,159.4440989468564,22.995595325377344,48.58007416952682,8.184026156155785,41.094487312247054,rice
76.82125728764964,115.15211755693774,151.9441521173376,21.418461213488722,52.74764649798693,7.80786965923132,40.59564542996756,rice
82.21219215520077,125.96137094448093,135.62866278416172,19.652722494121946,46.748025311949846,6.254245183692731,40.00218102036857,rice
83.03790191010948,126.48043980638602,145.26548084679933,19.346849077606645,56.60600398098279,7.843568018997053,41.43531528052873,rice
76.6393509421945,126.41445449084851,163.8098084234665,21.183938959255578,53.696047167124235,7.283891373000398,42.583354326877796,rice
73.72943828535384,134.40146566970813,144.34194392366163,20.334835782566326,52.986573339408146,7.1525254640842,45.58505866402204,rice
83.62306687204236,122.61572463695938,163.49399880783866,20.97000951497577,44.69729345742356,7.886818497202531,41.16425542083963,rice
77.26987351933745,117.97468563105025,153.73344028522976,20.2848412007338,56.78882792911787,7.925993249550919,41.302555335018965,rice
83.93935993736385,121.92206229705938,152.6075969827261,18.269083439720344,58.00067299291028,8.219658192386936,43.589173711142365,rice
79.97171336027169,126.95740505456578,158.27903101196665,20.194113037891366,52.362405860431174,7.7953983243712655,45.06412061159086,rice
79.44945514912342,125.68147011690316,150.82660634860179,19.722937781898736,58.10753845057985,8.006301819795306,41.483782595285454,rice
75.2889868758523,117.73117708876268,155.63184755629598,21.578960398050114,51.76147366685383,7.664140108013668,40.76838650024342,rice
77.39155487388346,114.06886196867663,154.05172703464171,19.453024885843085,55.82348703353961,7.410824833194679,42.74681323801204,rice
83.91845058702559,123.75074481471809,150.61861786492264,20.73965307395449,53.00352357224878,7.30685290165484,42.45893595566456,rice
86.18387411606453,124.17061821309254,154.3566392415021,19.2186176114745,54.02486938557825,7.188735284637697,38.57226674830571,rice
82.78928689279405,119.2719088668204,166.39700190166525,22.379483142529242,53.83479046892662,8.028075499557382,46.15591634334607,rice
75.97843931615974,121.63633221273527,143.57146119957332,20.555453878185343,57.714541139103424,8.217449785918989,38.98090120227119,rice
72.93999624910194,122.30858174345667,158.99887560345368,20.251559698307123,53.69206901882153,7.9084230672639535,40.57567252441524,rice
76.7006498905315,127.68723685336553,155.47144974664843,21.123599653134455,58.96048200813935,8.046062095865183,41.45467934564639,rice
69.1076458299416,129.05970191592715,138.00758220033293,18.77068154852894,55.72824152652821,8.09933196195522,40.944630427967894,rice
68.9974260146253,123.31370855980059,149.8951831722712,21.28761625398583,60.19091172326923,7.8712157714117446,39.38442977751014,rice
71.48603866080983,125.69937348749008,154.60118102076615,19.08748893370045,53.380056397406804,7.233520187943335,44.07321734597268,rice
81.78815456748701,134.3326443378112,151.81423870852126,21.13713201690589,52.58991700787855,7.5888156250300245,40.47559098659855,rice
70.89018581477805,115.19752310124822,163.70582585201757,20.26887670651698,53.69833767873313,8.237084008691234,37.019926096773794,rice
73.26866217223412,127.45069759884859,159.93480312207626,20.04024847455629,56.28338314777112,7.868168866366773,38.30837661047646,rice
72.59221763046351,132.2192104382758,160.6073718892146,18.167826316057425,57.296508996150884,8.048884848286571,44.64644596135904,rice
75.11590559429764,123.88612647171638,145.69758576897942,23.625197922770578,52.451927626473726,8.510197471950208,39.71170137957094,rice
77.64180408457325,113.47601719531417,152.66913000099137,21.71440692614813,49.02868243515333,8.269959452778245,42.15233179660206,rice
72.07006734714012,122.32805999440544,151.95472898205466,20.443222702249162,51.30471833342808,7.384396038914765,40.561259450048084,rice
72.14877330783315,116.36545875379161,155.80702989843903,21.59029860448694,48.14565955122273,7.771717231759767,39.70509801407191,rice
72.37825166592862,132.58219435299642,151.4005979796123,22.347427389715577,50.52962108481802,7.950270838741141,40.75289621187485,rice
73.40755637601781,130.57105392902378,154.80566698508363,21.246242789123073,52.85956179181279,7.2638688525197646,41.06329857295779,rice
77.12565610281693,133.37696615557329,147.76196405973158,20.455758301790734,47.53337197171553,8.073810973259155,38.63535194359663,rice
68.5529554841676,125.67574377682598,166.62508388955476,18.628695033332598,49.54937260709571,7.423563315964896,38.51632703244108,rice
78.63633973105627,120.01416506278493,149.4941318973081,21.221754466239155,50.60698829773308,7.971845917793256,38.90828214717015,rice
71.29419130335515,112.23422583487607,173.7084583447735,20.110145564931685,53.78583122952789,7.75560628102902,41.71286806875343,rice
77.11519027510744,140.564165411479,146.51822988962363,18.588078180640146,49.79133956384818,7.147833830105323,43.16802980792901,rice
80.67051355021283,118.84917331636433,143.22264758528834,20.067655704070017,57.434583788798385,6.455584627813238,42.62182314200058,rice
71.92334905190688,133.99677054666762,146.1526093550533,20.153011369973285,48.2191078572882,7.314479313085834,44.751793111789446,rice
80.67143837944553,123.08426678813926,148.10038889606548,18.174290168442948,51.75791309781138,7.755674466477211,41.107957105679986,rice
76.45330160916795,117.63464529789549,155.63735728937684,20.456565927699085,57.11473693846562,8.640362003100709,40.976733142558025,rice
73.35088767900959,125.63211529648957,150.56194261408658,19.59076561661759,52.82343450207401,7.283688073367644,42.81885239382696,rice
76.40659973771905,128.01578393945215,154.54355116053944,19.609440013880867,49.99489822173572,7.65946247779996,39.955960476915955,rice
77.96500263435202,126.09032651924053,143.48637192740483,20.586719686342384,48.73887709743501,7.482676822826194,40.58662955823323,rice
67.31241364204496,126.81633950065367,157.67425740163975,20.30973475266211,51.66039416099791,7.595905856278121,38.89550475088902,rice
75.6418080472504,121.94201100263123,157.11830806683082,19.022757027737583,53.75929403549854,7.836851064668884,40.96539477276595,rice
74.85985710023802,130.30365759087064,140.65219871593717,21.07061588731769,53.78298172562747,7.902193131281455,42.26655022637677,rice
73.8706132657633,124.16041683802406,162.2314643642769,21.03393713900318,53.66744743235101,7.0640981915710945,42.649737309339756,rice
82.28093396353646,133.76448328263479,158.4514385240476,18.587811834880405,56.00783383544936,7.701430880739543,35.03826167705235,rice
78.62609628026789,114.83195494667848,144.10390166992153,19.722986493639674,57.05757884610084,7.59719179202616,41.98810875062394,rice
84.94963231305317,138.1865746275988,155.2897173144301,20.20701289379146,48.99965368872751,7.446321955332537,42.37078079440969,rice
78.71154747398182,126.95808342571526,165.585494996815,19.553939111475398,52.83162019164506,8.110990780766182,42.76441190794604,rice
81.82642150304574,129.12828797747315,153.35789895278313,20.949730331067784,49.821124190940445,7.005757735940933,42.75579962223278,rice
76.63160755238336,128.4577319415208,140.34203151791812,20.05496277183394,51.102072383134406,7.367181789345322,35.72619001374928,rice
75.34115413546266,132.91415212453884,159.83076234050077,19.76483005777601,52.962662599686915,8.122905622239724,34.47330665939671,rice
76.31147180273025,130.23449319184024,162.65402192334204,22.596464803564878,56.62010182169228,7.915800040358072,42.06491849072611,rice
80.51628245346477,122.04254288683197,155.88192558141264,21.619043089979062,59.235824655013545,7.695830515549716,41.19634182144443,rice
77.80159929617072,136.2884654624916,155.9745065356635,22.311820738453275,49.93542847741559,7.683350681164634,40.825078766784905,rice
80.51425439864462,134.0337997342219,142.1068799412575,19.37832159620929,54.08136962572698,7.462995507152043,37.542258791071205,rice
81.67665159757792,129.8619480479657,160.88250635354112,19.919227359470916,56.28261732154663,7.658211187522498,44.03436679328144,rice
72.68032261913564,119.66025139295776,158.1775341492212,19.640100641052637,55.158315824899994,7.89133589583427,39.02829935001262,rice
77.22211924189347,123.4655931869399,164.84512096348388,19.725946360126684,51.61314375077667,8.334766298159725,46.865753415468376,rice
86.10772290942019,126.60229895905701,158.310586844766,22.390679215162482,52.61419992094504,7.314902959709902,41.60605835949258,rice
78.96889723268167,119.84932995612824,140.82443236558922,18.736609285740766,55.126440561399534,7.416522864228186,40.96592958734112,rice
77.8665456076106,130.8091695005136,153.11882084775291,21.117688106084525,50.179052552781265,7.60144886214267,38.77682082963141,rice
82.10700046222264,125.91891264990085,149.32731555702603,20.070638878700276,52.30474779361087,8.09666747561406,37.360776656939194,rice
72.10118348725118,123.26256229623854,180.00040010193143,21.67986644614709,52.65549403719987,8.102019410502093,46.416668369366484,rice
75.80768082558576,123.35105514327509,167.62131364796798,21.112102528375527,55.14521840586614,7.5331459400589855,46.086386392083526,rice
101.63581738685897,135.03282297678703,24.24524291018679,18.861356982240032,46.42342229505057,7.345180918295546,262.2686852228521,maize
95.4640816750565,127.06249892321881,21.322174062422594,22.523040874996635,46.11130334106105,8.199735635061565,299.3544197030722,maize
99.19121555183936,115.6922247649788,23.424569444254583,19.470385551863615,44.05313628413574,7.723863410802916,235.42620441555667,maize
101.09240958871513,117.96555732872946,25.19372923573129,20.852493536415103,44.566147049559675,7.653438083454995,258.90398701874517,maize
95.41676257742922,116.62372471186218,24.708103972960973,23.314697498449245,50.8182199801218,8.296786389363962,278.90074745176196,maize
95.03633235330383,140.95037123665713,24.66874777133805,20.903645816213473,44.62720389415896,7.729542931670933,260.58266216389256,maize
98.55898292768134,121.27934056399104,24.197166497118246,23.86257532128658,45.231210015362144,7.577050708454478,276.1165138633723,maize
103.2655978685028,121.05230470464768,24.44444732853532,22.14688728171423,46.15624691189089,7.743376138098849,292.5181616070313,maize
95.02864968228982,130.36509454043497,23.979751497428655,22.867318230873305,40.10155929929298,7.378039678943784,259.07449927155176,maize
103.00062731137817,134.43986331637322,26.824143905050708,19.008015519363873,47.466105026473876,7.551858777094691,256.8836129643519,maize
102.26381553867199,122.55937242032623,21.667625808666145,20.52412743054358,41.339067873361955,7.387829639195908,273.5346882789843,maize
100.91127953860456,142.07231827323812,24.45559176922088,19.05927562642515,43.3603166177235,7.26308213203866,248.01849556169367,maize
101.64450362524384,124.69904799534521,21.815455987067047,21.868110096298526,45.11720578840649,7.851710781389784,269.26695370326553,maize
102.81112214818397,130.0169713529473,26.588021042805053,21.525622492722906,46.489354482331,7.876169517511647,244.18455514610918,maize
98.07843644303802,127.70273280386132,25.060337361215662,19.279218079617145,49.87424631669786,7.735274499398045,248.12297003490693,maize
88.90030890785347,127.53172824162128,24.618924965849565,20.085755413329775,45.67190471797198,7.3913995660635265,276.4261022471014,maize
94.75068170491157,129.42140401601355,26.205804033474077,24.22920909295552,42.67478939255197,7.472883731864444,254.0868067241093,maize
103.71852480893892,120.78510178675359,24.032772910190722,20.953108694329913,42.7537253795304,7.2455827777213715,259.93394504012196,maize
86.57314485351665,118.4705233052549,24.138696507515554,21.17707436702494,44.91462847372915,6.8689241420001945,260.1239718988144,maize
103.80238236126876,134.04750927327993,24.635153759351684,19.872814896979044,47.14109515138994,7.420109505130952,248.79835558757813,maize
94.2892086271488,140.99391473303598,25.079099432061128,22.450372054012824,44.11455891886071,8.119827979243562,257.9130262036416,maize
98.12127886135,149.07298110693708,25.891416852674762,20.359203566488464,45.18971801927658,7.837590823741285,287.00258596296857,maize
96.14981372452405,116.16791582440266,24.336800877046826,21.009766045834358,45.71938989740874,8.294421462851906,272.6538325337924,maize
103.88843905121675,121.15080319274693,26.04104756473025,23.63041745392862,47.527244102471265,7.804074470538627,270.0418351305784,maize
109.67866520349318,122.50456345068173,24.587103247191035,21.56998543222984,47.44846201243448,7.485419836938246,272.50347415579625,maize
97.40513221262897,130.65872001299132,24.555931661275398,19.552639502515177,45.36333145291465,8.091694099174267,252.04499436266457,maize
97.62402663867469,134.89521995427666,23.16321951513779,21.220408229448456,42.53175009460557,8.210450524416345,304.7001336527758,maize
111.07603986492025,128.01512041013615,25.851393437337798,21.142776606877817,45.69913562444621,8.400995918391864,246.39133340914302,maize
105.3289901381005,129.33986833540263,26.843964935259017,21.226195319297325,43.58767041322219,7.8149523664614495,279.38502975085595,maize
99.26949362013461,133.51959201485357,23.977350775319927,18.30292602123445,47.87366262045091,8.009599365405757,269.94856348975117,maize
99.46352766091498,137.7868246486863,24.073243076095693,20.100563739096163,44.907025337250126,8.235572066994258,245.3007194741091,maize
106.1404768056704,124.74558789414851,23.117361202967206,22.577340546321615,45.15682134704397,7.087423515687134,261.8105154959628,maize
104.59056724329206,138.99928919343782,24.117808809488256,21.50211909519019,47.36693206965227,7.389807995587261,273.2694942649709,maize
98.86747151092871,125.54904209153044,24.021202455207735,21.074814033783333,45.50222958193251,7.426307956429911,260.7314811002127,maize
105.673961705136,131.38533439607727,26.06658115951721,22.503992228628793,47.02561500801047,8.734523126779468,254.3201007187657,maize
103.8616498248916,127.24486298798753,27.508176727089943,23.131963243582796,40.09515282330259,7.240259657031625,278.23468051817673,maize
103.75144472581306,135.45393493539248,24.646860316604723,21.563579037339736,47.20051945399922,7.651211177826807,284.0621724964821,maize
85.62780286463557,134.65404350472673,23.21640559097573,22.197770462565607,44.797648548736184,7.277194293129657,273.57237375063227,maize
93.64050102738055,122.6167481898884,22.424474276356516,20.95675287162342,46.77484073280481,8.158975435963827,265.29435617921,maize
105.28477475353435,129.86085642546203,24.613559103617153,21.71274781357384,48.30525862266099,7.529648548458178,263.6562877402489,maize
98.10104726091615,130.36527536031562,23.414884402440176,22.285084082383502,44.32965403749149,7.900419271275387,254.31739493973913,maize
101.18945641782015,132.76893311881085,24.127339273270117,23.535544590553066,46.43204879816702,8.506696318601987,282.9678706530875,maize
95.1207604633996,126.74640065667356,25.399770906931742,21.067431357014545,45.55566538784161,7.555121921193967,238.5360744187268,maize
97.71709521775776,112.45683718043931,25.30430328046415,20.075975107555347,43.47118023593515,7.585978585667905,271.94721206585075,maize
90.54592663191984,116.11123728140188,23.16886185915853,18.41898991424949,42.785962196842064,8.420886808154812,250.60705951294375,maize
102.9285072359948,119.04526602742288,25.19633546860979,20.587709011436765,45.25786636856901,7.949463516058315,295.76467749980696,maize
100.21415608012636,130.688979930275,23.306530321625424,21.72506082729745,44.75026211924425,8.070872216979286,266.8680096438756,maize
109.40356506425657,114.2874994102976,24.311616778707396,22.100547804236886,44.46514658964165,7.321755434863206,263.301185574274,maize
90.85544446929015,130.6469099913548,28.376498233152095,22.432468652274032,42.39854170483479,7.284318502527232,261.0721074616615,maize
105.0265982212697,123.32721141361725,23.727023472767275,22.10466334121698,47.777267685887814,7.514713902052125,249.62490489783502,maize
89.84615686892755,124.28063694885418,21.439487237355163,21.93472991271267,43.703878698795585,7.909113508236254,297.5641065445404,maize
106.0285368098576,120.76147543898705,26.043048769468164,22.448621423395387,43.38686149751617,7.24744065770574,265.8086673463388,maize
89.53900988327646,141.16817934139297,21.179835350524602,19.596450133436864,44.68623822133207,7.582388714454239,270.2366684243568,maize
100.67026702016652,128.05846278378866,26.440523998895035,18.296008929648426,45.42042295666782,7.357541469214623,269.69707555787323,maize
100.36900280118718,122.62405683840905,23.80021409227874,21.988591471497138,46.372137689856615,7.373378170451593,300.31845928872036,maize
112.78133886789128,118.33833031648977,25.200307895797692,24.150275430322992,47.557192823435884,7.78908661179206,264.2294988737409,maize
95.84039238399446,128.06700345247407,23.934201565523036,21.92854422549711,44.33580214963697,7.483656283975262,248.2699758222149,maize
98.76220196469532,122.76187666891954,24.483667454696445,22.302476079947393,46.4181089285602,7.919920824211446,273.2864286097301,maize
99.40864121148982,128.73003222605777,24.294973182984545,21.946438931489496,42.4660442885251,8.305505893396543,268.1167762859646,maize
94.60709725769003,125.91390850619614,23.746688055905494,21.192157048182093,43.464567906417074,8.21391005373251,255.0211071542829,maize
85.55039176389492,124.03150739757766,21.769196744812618,20.94017748023407,48.30734399182376,7.985892293564474,246.0957770832662,maize
94.52653490016111,143.56463522659377,25.2251339322836,20.99557641945594,48.298908199108986,8.818399595044422,288.38510279353505,maize
99.88553809480382,132.48169301965595,25.66854567631363,20.21874244598716,42.53559364389787,7.711318528475595,252.3629805194654,maize
98.69163849148725,130.46921238642577,28.22884027049243,19.918557002640096,45.08896573431606,7.611346524511635,274.59034329674324,maize
105.27805348175846,125.90349899354577,23.53229281035986,18.924039974072727,42.89673038386706,7.934548908213432,268.30250676935145,maize
93.02178845574002,126.81971385719763,24.798845577290315,21.624734251403368,43.80372198681927,7.571617680589481,238.37620082373394,maize
92.21377029339996,142.31216895522206,21.502439110068984,20.564952817763622,46.01824177243029,7.514467336695686,254.5953738656144,maize
98.69392008957513,129.6824143907495,24.63014956196966,18.625554743345063,45.01915922573629,7.29272594101607,258.77623010983245,maize
100.40594068892436,134.70802223562146,26.083931841534206,20.365195044321766,47.939011970651684,8.228483156653457,285.8174717109412,maize
107.31690438455128,128.5871760620575,24.493496396973356,22.029477461984992,41.696747795964924,7.7837220288387545,259.0519908903057,maize
96.86506843581705,116.16639526037027,23.429533544968713,20.964578708378692,47.842130335114796,8.143755201641465,266.2801051474893,maize
97.93191575071657,123.25566626959164,25.349654474315876,20.678583725861543,47.07205951906449,8.495053955351098,267.0499274854291,maize
90.15753451388701,123.02083542833272,22.586571225076973,19.482721341008222,48.978063311070194,7.791669224004514,243.16452564990882,maize
102.94174317096085,139.53089140709713,24.217645121836096,20.13903059152164,44.50143191912718,7.818395953698746,277.843877438008,maize
106.08334182787613,139.15809900912097,26.512578655795558,22.705624899948315,47.2233198793338,6.981031099695149,265.467157478408,maize
100.92269545619726,126.73908867466515,26.105441698354078,20.536727352572864,42.89797709641249,8.353278199436053,278.26183454381203,maize
100.36005169708618,136.9338826382456,26.33010177349625,21.419897706824397,38.723123918407595,7.375527023602649,260.2396769839252,maize
93.20741976432097,131.26742027644468,26.52267496679083,20.37968782302251,42.32816598052108,8.62251329811,260.32221993175204,maize
91.7289116223641,131.5709661256974,25.384296655038188,20.10243269272236,47.57505670332804,7.4623623596650095,252.75245998917035,maize
100.11837506884291,135.72015960927743,23.810754783816492,21.40678678860333,45.166082995339266,8.989834465907725,256.194335637025,maize
107.28364301748996,129.3136364540834,24.5638466961663,21.899271137363566,47.85722112649441,8.271510211971275,272.84591529838815,maize
95.48852964584037,125.53642002176133,25.509003611680555,21.721988105435337,49.23091280937006,7.880119257928593,284.5898139708623,maize
